client_id,date_time
841699,2017-03-15 11:05:01
8463143,2017-03-15 11:05:48
8668672,2017-03-15 11:06:05
3313658,2017-03-15 11:06:40
6988663,2017-03-15 11:06:53
8535187,2017-03-15 11:07:00
6988663,2017-03-15 11:08:07
9779317,2017-03-15 11:08:09
5430884,2017-03-15 11:08:10
4908184,2017-03-15 11:08:12
92137,2017-03-15 11:08:21
7779779,2017-03-15 11:08:34
5710023,2017-03-15 11:08:39
4900077,2017-03-15 11:08:46
6988663,2017-03-15 11:08:50
9257507,2017-03-15 11:09:11
1911207,2017-03-15 11:09:14
4815171,2017-03-15 11:09:27
4534151,2017-03-15 11:09:37
372139,2017-03-15 11:09:54
5430884,2017-03-15 11:10:04
2451571,2017-03-15 11:10:24
4109322,2017-03-15 11:10:44
8207810,2017-03-15 11:11:11
5710023,2017-03-15 11:11:19
2436415,2017-03-15 11:11:23
5827862,2017-03-15 11:12:01
3087062,2017-03-15 11:12:03
7101503,2017-03-15 11:12:05
7101503,2017-03-15 11:12:20
6194477,2017-03-15 11:12:33
1767602,2017-03-15 11:12:35
2319584,2017-03-15 11:13:20
1304732,2017-03-15 11:13:48
4304665,2017-03-15 11:14:41
6970695,2017-03-15 11:14:45
5827862,2017-03-15 11:15:14
9149076,2017-03-15 11:15:22
3446089,2017-03-15 11:15:25
4815171,2017-03-15 11:15:37
5197285,2017-03-15 11:15:55
9149076,2017-03-15 11:16:03
2319584,2017-03-15 11:16:27
4197171,2017-03-15 11:16:36
4197171,2017-03-15 11:16:41
3446089,2017-03-15 11:16:43
6319572,2017-03-15 11:16:48
5953338,2017-03-15 11:17:13
4197171,2017-03-15 11:17:35
4197171,2017-03-15 11:17:39
4815171,2017-03-15 11:18:18
1610905,2017-03-15 11:18:28
4211489,2017-03-15 11:18:28
2593251,2017-03-15 11:19:02
5293748,2017-03-15 11:19:05
4815171,2017-03-15 11:19:29
6061794,2017-03-15 11:19:43
252898,2017-03-15 11:20:09
9149076,2017-03-15 11:21:03
7332628,2017-03-15 11:21:10
252898,2017-03-15 11:21:18
9237630,2017-03-15 11:21:28
9149076,2017-03-15 11:21:48
2464516,2017-03-15 11:22:00
4998187,2017-03-15 11:22:15
5953338,2017-03-15 11:23:13
1610905,2017-03-15 11:23:22
2809883,2017-03-15 11:25:40
2168058,2017-03-15 11:26:05
3370908,2017-03-15 11:26:08
4998187,2017-03-15 11:26:15
5953338,2017-03-15 11:27:35
9966028,2017-03-15 11:29:04
6013539,2017-03-15 11:29:12
2997662,2017-03-15 11:29:18
5612879,2017-03-15 11:29:42
7218952,2017-03-15 11:29:57
8761665,2017-03-15 11:30:02
4058574,2017-03-15 11:30:53
7417724,2017-03-15 11:31:11
4058574,2017-03-15 11:31:16
3992880,2017-03-15 11:31:24
7581994,2017-03-15 11:31:27
8761665,2017-03-15 11:31:46
4900077,2017-03-15 11:32:44
2809883,2017-03-15 11:33:12
4900077,2017-03-15 11:33:26
3370908,2017-03-15 11:34:58
3370908,2017-03-15 11:35:09
4555837,2017-03-15 11:35:13
7333942,2017-03-15 11:35:43
7417724,2017-03-15 11:36:12
3370908,2017-03-15 11:36:30
3370908,2017-03-15 11:36:32
9522546,2017-03-15 11:36:49
5072266,2017-03-15 11:37:03
1939550,2017-03-15 11:37:55
5829895,2017-03-15 11:38:12
3370908,2017-03-15 11:38:45
3370908,2017-03-15 11:38:54
9728696,2017-03-15 11:38:58
3617707,2017-03-15 11:39:33
1519302,2017-03-15 11:39:57
6182434,2017-03-15 11:39:59
9728696,2017-03-15 11:40:09
4109322,2017-03-15 11:40:09
7677015,2017-03-15 11:40:27
9728696,2017-03-15 11:40:34
6182434,2017-03-15 11:40:45
5061221,2017-03-15 11:40:52
5989949,2017-03-15 11:41:16
5061221,2017-03-15 11:41:19
5829895,2017-03-15 11:41:21
6536242,2017-03-15 11:41:43
2965474,2017-03-15 11:42:22
9728696,2017-03-15 11:42:27
1583051,2017-03-15 11:42:36
8391009,2017-03-15 11:42:37
825006,2017-03-15 11:42:55
9728696,2017-03-15 11:43:43
8081026,2017-03-15 11:44:01
6182434,2017-03-15 11:44:17
6182495,2017-03-15 11:45:27
5061221,2017-03-15 11:45:28
7296650,2017-03-15 11:47:51
6381407,2017-03-15 11:48:54
5430137,2017-03-15 11:49:35
2997960,2017-03-15 11:50:10
3251101,2017-03-15 11:50:46
5481127,2017-03-15 11:50:50
7191050,2017-03-15 11:51:00
1461624,2017-03-15 11:51:50
6433208,2017-03-15 11:52:04
5473808,2017-03-15 11:53:22
71296,2017-03-15 11:56:01
1060628,2017-03-15 11:56:10
4939621,2017-03-15 11:56:27
7812180,2017-03-15 11:56:40
7156155,2017-03-15 11:57:02
7156155,2017-03-15 11:57:30
3251101,2017-03-15 11:58:01
2482224,2017-03-15 11:58:46
1280941,2017-03-15 12:00:23
8673,2017-03-15 12:01:10
3184500,2017-03-15 12:01:51
4046939,2017-03-15 12:02:34
7573884,2017-03-15 12:03:23
4046939,2017-03-15 12:04:19
2183793,2017-03-15 12:04:40
5126257,2017-03-15 12:05:02
3736440,2017-03-15 12:06:26
1370785,2017-03-15 12:07:44
1488410,2017-03-15 12:08:16
9287118,2017-03-15 12:10:31
835017,2017-03-15 12:11:04
9287118,2017-03-15 12:12:26
4842880,2017-03-15 12:12:36
9287118,2017-03-15 12:13:08
170936,2017-03-15 12:13:42
4770262,2017-03-15 12:15:04
523965,2017-03-15 12:17:26
6710265,2017-03-15 12:17:43
35922,2017-03-15 12:18:26
6710265,2017-03-15 12:18:39
35922,2017-03-15 12:18:57
5560485,2017-03-15 12:21:31
252360,2017-03-15 12:21:38
5560485,2017-03-15 12:22:21
1336169,2017-03-15 12:23:04
6285819,2017-03-15 12:23:47
9221282,2017-03-15 12:24:32
9221282,2017-03-15 12:26:24
252360,2017-03-15 12:26:32
8248476,2017-03-15 12:26:39
7130959,2017-03-15 12:26:40
7130959,2017-03-15 12:27:19
252360,2017-03-15 12:28:06
9472462,2017-03-15 12:28:07
252360,2017-03-15 12:28:32
252360,2017-03-15 12:28:38
252360,2017-03-15 12:29:59
7581565,2017-03-15 12:30:38
3923641,2017-03-15 12:32:22
9725095,2017-03-15 12:34:21
123311,2017-03-15 12:34:25
1728278,2017-03-15 12:34:30
478912,2017-03-15 12:36:23
3923641,2017-03-15 12:36:35
9472462,2017-03-15 12:37:24
4770262,2017-03-15 12:38:55
1404094,2017-03-15 12:39:31
1971846,2017-03-15 12:40:08
8565711,2017-03-15 12:40:08
554055,2017-03-15 12:40:41
478912,2017-03-15 12:40:45
478912,2017-03-15 12:41:04
6582408,2017-03-15 12:41:11
9472462,2017-03-15 12:41:29
1595181,2017-03-15 12:41:40
2912218,2017-03-15 12:41:45
2280509,2017-03-15 12:41:50
6159083,2017-03-15 12:43:02
4197171,2017-03-15 12:43:16
4197171,2017-03-15 12:43:19
7355316,2017-03-15 12:44:20
4197171,2017-03-15 12:44:58
4197171,2017-03-15 12:45:03
6159083,2017-03-15 12:45:04
8405623,2017-03-15 12:45:21
2641144,2017-03-15 12:46:21
9610827,2017-03-15 12:48:12
1971846,2017-03-15 12:48:50
3330070,2017-03-15 12:50:08
394456,2017-03-15 12:50:24
7872965,2017-03-15 12:51:56
1971846,2017-03-15 12:52:30
4709095,2017-03-15 12:53:44
1609177,2017-03-15 12:54:05
4901308,2017-03-15 12:54:07
9149076,2017-03-15 12:55:37
206829,2017-03-15 12:55:43
9419483,2017-03-15 12:55:46
7106806,2017-03-15 12:56:06
4197171,2017-03-15 12:56:28
4197171,2017-03-15 12:56:30
8405623,2017-03-15 12:57:28
2447704,2017-03-15 12:57:47
4129580,2017-03-15 12:57:57
6198270,2017-03-15 12:59:20
1238954,2017-03-15 13:01:14
7105425,2017-03-15 13:01:20
4709095,2017-03-15 13:01:40
6043021,2017-03-15 13:02:16
8405623,2017-03-15 13:02:51
8409579,2017-03-15 13:04:27
7082310,2017-03-15 13:05:53
7538120,2017-03-15 13:07:39
3750586,2017-03-15 13:09:55
1884535,2017-03-15 13:10:50
7538120,2017-03-15 13:13:13
1153442,2017-03-15 13:14:07
1153442,2017-03-15 13:14:46
353281,2017-03-15 13:16:25
1971846,2017-03-15 13:16:52
2112893,2017-03-15 13:16:58
2112893,2017-03-15 13:17:16
1971846,2017-03-15 13:17:21
1153442,2017-03-15 13:21:44
1153442,2017-03-15 13:22:18
1153442,2017-03-15 13:23:02
10363,2017-03-15 13:26:56
4663817,2017-03-15 13:28:08
4663817,2017-03-15 13:28:36
4663817,2017-03-15 13:29:06
8784430,2017-03-15 13:31:45
5615347,2017-03-15 13:31:51
1488917,2017-03-15 13:35:28
9826970,2017-03-15 13:37:04
434797,2017-03-15 13:37:33
439395,2017-03-15 13:38:01
8667569,2017-03-15 13:40:49
8667569,2017-03-15 13:40:55
1065199,2017-03-15 13:43:06
1287625,2017-03-15 13:43:55
9826970,2017-03-15 13:44:33
1065199,2017-03-15 13:46:44
9005693,2017-03-15 13:47:00
9550257,2017-03-15 13:47:18
1065199,2017-03-15 13:48:00
2727403,2017-03-15 13:48:30
598943,2017-03-15 13:48:55
2057700,2017-03-15 13:54:42
9966028,2017-03-15 13:56:54
7516827,2017-03-15 13:57:54
3923641,2017-03-15 13:59:27
9866679,2017-03-15 14:00:02
7321698,2017-03-15 14:01:02
5641292,2017-03-15 14:01:48
7889133,2017-03-15 14:02:41
4435242,2017-03-15 14:03:38
60490,2017-03-15 14:04:07
105616,2017-03-15 14:06:08
2057700,2017-03-15 14:06:52
2668062,2017-03-15 14:07:36
105616,2017-03-15 14:07:45
105616,2017-03-15 14:08:32
7675093,2017-03-15 14:10:01
750874,2017-03-15 14:10:25
3610949,2017-03-15 14:13:54
1349235,2017-03-15 14:16:05
8052153,2017-03-15 14:18:07
3416819,2017-03-15 14:18:36
7111189,2017-03-15 14:19:38
129659,2017-03-15 14:24:32
8052153,2017-03-15 14:28:05
1008407,2017-03-15 14:28:17
3987868,2017-03-15 14:34:10
4412035,2017-03-15 14:38:22
8878111,2017-03-15 14:41:55
8878111,2017-03-15 14:42:49
5829895,2017-03-15 14:43:05
3300583,2017-03-15 14:45:05
5744010,2017-03-15 14:48:14
7460812,2017-03-15 14:49:48
2959614,2017-03-15 14:51:04
1600568,2017-03-15 14:53:23
4185553,2017-03-15 14:54:01
7830503,2017-03-15 14:54:27
8790044,2017-03-15 14:54:28
1600568,2017-03-15 14:54:38
7830503,2017-03-15 14:55:19
7830503,2017-03-15 14:56:30
4103512,2017-03-15 14:56:31
7830503,2017-03-15 14:57:02
6085193,2017-03-15 15:01:07
4034394,2017-03-15 15:03:21
638751,2017-03-15 15:04:03
638751,2017-03-15 15:04:11
3657999,2017-03-15 15:04:38
7570894,2017-03-15 15:05:31
420983,2017-03-15 15:08:32
420983,2017-03-15 15:11:11
5203247,2017-03-15 15:12:38
6361221,2017-03-15 15:13:34
9473567,2017-03-15 15:14:18
6361221,2017-03-15 15:15:39
1449750,2017-03-15 15:16:19
7190256,2017-03-15 15:16:32
7190256,2017-03-15 15:17:04
7190256,2017-03-15 15:19:24
1208160,2017-03-15 15:21:07
1208160,2017-03-15 15:22:42
5838698,2017-03-15 15:24:19
1497297,2017-03-15 15:26:04
2396991,2017-03-15 15:28:41
1497297,2017-03-15 15:28:48
2396991,2017-03-15 15:29:22
4794611,2017-03-15 15:30:33
7889133,2017-03-15 15:32:35
3006177,2017-03-15 15:34:20
2748753,2017-03-15 15:35:27
5728875,2017-03-15 15:35:48
5728875,2017-03-15 15:37:08
5728875,2017-03-15 15:38:27
3300583,2017-03-15 15:40:13
8634380,2017-03-15 15:41:16
486496,2017-03-15 15:42:20
6971271,2017-03-15 15:42:24
4580383,2017-03-15 15:43:16
6971271,2017-03-15 15:43:38
1308328,2017-03-15 15:44:14
6971271,2017-03-15 15:49:43
1304732,2017-03-15 15:54:55
1506366,2017-03-15 15:56:25
1304732,2017-03-15 15:57:23
940098,2017-03-15 16:00:39
8366885,2017-03-15 16:03:41
7425904,2017-03-15 16:05:02
2440734,2017-03-15 16:08:23
4803341,2017-03-15 16:08:39
6712700,2017-03-15 16:10:50
9018405,2017-03-15 16:12:57
7530822,2017-03-15 16:14:39
7305468,2017-03-15 16:15:43
9018405,2017-03-15 16:16:12
7279868,2017-03-15 16:20:11
7279868,2017-03-15 16:23:19
9678592,2017-03-15 16:29:01
7279868,2017-03-15 16:30:20
7279868,2017-03-15 16:30:36
7841112,2017-03-15 16:40:43
5411054,2017-03-15 16:47:41
5411054,2017-03-15 16:48:02
4685022,2017-03-15 16:51:23
6038516,2017-03-15 16:53:32
410298,2017-03-15 16:53:37
7142697,2017-03-15 16:57:06
8977890,2017-03-15 16:58:21
8935244,2017-03-15 17:04:15
9725718,2017-03-15 17:05:27
8977890,2017-03-15 17:06:25
8977890,2017-03-15 17:07:22
8977890,2017-03-15 17:09:24
7305468,2017-03-15 17:09:36
4221156,2017-03-15 17:12:47
4221156,2017-03-15 17:13:18
7305468,2017-03-15 17:13:53
4221156,2017-03-15 17:15:53
4221156,2017-03-15 17:16:39
8814441,2017-03-15 17:19:22
9106666,2017-03-15 17:19:37
5890801,2017-03-15 17:20:18
4040609,2017-03-15 17:23:48
8814441,2017-03-15 17:24:15
2766481,2017-03-15 17:25:18
5890801,2017-03-15 17:25:53
5890801,2017-03-15 17:26:06
5890801,2017-03-15 17:26:31
5890801,2017-03-15 17:26:38
5616904,2017-03-15 17:28:00
9106666,2017-03-15 17:28:31
5890801,2017-03-15 17:29:08
5890801,2017-03-15 17:29:14
4221156,2017-03-15 17:31:33
1432171,2017-03-15 17:33:55
6093785,2017-03-15 17:34:37
639127,2017-03-15 17:34:44
9129855,2017-03-15 17:35:14
6093785,2017-03-15 17:36:14
8374042,2017-03-15 17:37:52
6093785,2017-03-15 17:40:13
639127,2017-03-15 17:43:15
639127,2017-03-15 17:44:00
9023221,2017-03-15 17:44:12
8555627,2017-03-15 17:45:07
2398138,2017-03-15 17:45:08
6093785,2017-03-15 17:46:28
3502253,2017-03-15 17:46:51
5065361,2017-03-15 17:48:00
1046045,2017-03-15 17:49:37
976646,2017-03-15 17:59:54
1854818,2017-03-15 18:06:27
2406074,2017-03-15 18:06:39
5931150,2017-03-15 18:08:56
5931150,2017-03-15 18:10:00
5749834,2017-03-15 18:10:23
7752289,2017-03-15 18:14:41
7172286,2017-03-15 18:15:08
4695726,2017-03-15 18:16:15
6224458,2017-03-15 18:30:01
1299942,2017-03-15 18:35:05
1299942,2017-03-15 18:36:05
3045109,2017-03-15 18:38:39
7683638,2017-03-15 18:42:43
7683638,2017-03-15 18:43:16
9544592,2017-03-15 18:43:27
7683638,2017-03-15 18:43:40
9077799,2017-03-15 18:44:56
8207810,2017-03-15 18:49:40
5403547,2017-03-15 18:50:47
9930996,2017-03-15 18:51:04
5403547,2017-03-15 18:51:53
1154571,2017-03-15 18:55:53
6224458,2017-03-15 18:56:29
9544592,2017-03-15 18:58:47
9544592,2017-03-15 18:59:03
9544592,2017-03-15 19:01:53
9544592,2017-03-15 19:01:56
5403547,2017-03-15 19:08:43
9930996,2017-03-15 19:10:27
4025195,2017-03-15 19:11:27
4423932,2017-03-15 19:12:45
6970695,2017-03-15 19:14:50
7956645,2017-03-15 19:23:47
5468075,2017-03-15 19:25:31
576893,2017-03-15 19:30:58
3981655,2017-03-15 19:33:10
8976119,2017-03-15 19:33:46
8976119,2017-03-15 19:34:34
6651029,2017-03-15 19:34:45
3912005,2017-03-15 19:35:36
8335393,2017-03-15 19:42:47
3278440,2017-03-15 19:45:04
5426762,2017-03-15 19:50:26
5426762,2017-03-15 19:52:24
4008625,2017-03-15 19:53:10
4414216,2017-03-15 19:54:10
1727327,2017-03-15 19:59:56
4414216,2017-03-15 20:00:08
4008625,2017-03-15 20:00:20
5426762,2017-03-15 20:00:54
1727327,2017-03-15 20:01:10
1515355,2017-03-15 20:09:14
1515355,2017-03-15 20:16:37
1926563,2017-03-15 20:16:43
1926563,2017-03-15 20:17:24
7230446,2017-03-15 20:17:36
7128894,2017-03-15 20:20:33
9046973,2017-03-15 20:21:33
1672032,2017-03-15 20:22:55
7230446,2017-03-15 20:23:58
7230446,2017-03-15 20:24:44
3002873,2017-03-15 20:24:44
7155672,2017-03-15 20:29:22
5829932,2017-03-15 20:30:13
7994112,2017-03-15 20:31:36
3002873,2017-03-15 20:37:31
1135385,2017-03-15 20:40:56
1135385,2017-03-15 20:43:17
3751069,2017-03-15 20:44:19
1135385,2017-03-15 20:44:38
9046973,2017-03-15 20:44:44
1135385,2017-03-15 20:45:39
9046973,2017-03-15 20:45:42
9046973,2017-03-15 20:45:53
1135385,2017-03-15 20:47:31
5061221,2017-03-15 20:48:09
1135385,2017-03-15 20:50:11
1135385,2017-03-15 20:50:30
9198765,2017-03-15 20:51:40
3751069,2017-03-15 20:52:41
1330029,2017-03-15 20:54:43
1330029,2017-03-15 20:56:25
2637904,2017-03-15 20:56:47
5699853,2017-03-15 20:57:32
5699853,2017-03-15 20:57:55
9564537,2017-03-15 21:14:51
9194819,2017-03-15 21:18:18
3050718,2017-03-15 21:22:59
215411,2017-03-15 21:30:03
215411,2017-03-15 21:32:56
215411,2017-03-15 21:33:21
7852915,2017-03-15 21:34:05
215411,2017-03-15 21:35:52
2202711,2017-03-15 21:41:06
6878396,2017-03-15 21:42:14
2202711,2017-03-15 21:52:22
7383842,2017-03-15 21:52:26
2202711,2017-03-15 21:52:49
6524192,2017-03-15 21:59:29
6524192,2017-03-15 22:01:35
6524192,2017-03-15 22:01:50
6848266,2017-03-15 22:07:23
6848266,2017-03-15 22:09:00
1609684,2017-03-15 22:12:30
6311389,2017-03-15 22:22:02
2579694,2017-03-15 22:23:00
2579694,2017-03-15 22:24:02
4612903,2017-03-15 22:26:11
4612903,2017-03-15 22:26:34
2967411,2017-03-15 22:27:42
9381319,2017-03-15 22:30:20
8569541,2017-03-15 22:30:22
1896533,2017-03-15 22:40:03
1864270,2017-03-15 22:41:21
6010355,2017-03-15 22:47:47
6010355,2017-03-15 22:49:39
6010355,2017-03-15 22:50:55
6010355,2017-03-15 22:53:37
3112331,2017-03-15 22:54:00
6867407,2017-03-15 22:55:38
9971262,2017-03-15 22:55:40
9971262,2017-03-15 22:55:59
3112331,2017-03-15 22:56:39
3112331,2017-03-15 23:04:33
831384,2017-03-15 23:23:24
831384,2017-03-15 23:25:23
6180998,2017-03-15 23:28:26
6180998,2017-03-15 23:41:58
6180998,2017-03-15 23:42:49
5075723,2017-03-15 23:43:20
6180998,2017-03-15 23:44:07
1277361,2017-03-16 00:24:07
8483752,2017-03-16 00:29:59
8501949,2017-03-16 00:38:17
8501949,2017-03-16 00:40:54
8501949,2017-03-16 00:41:26
7452449,2017-03-16 01:29:27
7956165,2017-03-16 02:09:56
3574160,2017-03-16 02:38:01
3574160,2017-03-16 02:38:32
3574160,2017-03-16 02:39:11
3574160,2017-03-16 02:50:54
11070,2017-03-16 04:42:49
3510156,2017-03-16 04:53:04
3510156,2017-03-16 05:19:05
3083196,2017-03-16 05:22:58
7229610,2017-03-16 05:37:54
4515592,2017-03-16 06:35:45
8854681,2017-03-16 07:19:39
5124459,2017-03-16 07:27:22
1644880,2017-03-16 07:27:41
123311,2017-03-16 07:34:49
2111468,2017-03-16 07:40:12
5276137,2017-03-16 08:04:18
5276137,2017-03-16 08:04:30
2878094,2017-03-16 08:06:22
1526749,2017-03-16 08:09:43
4848740,2017-03-16 08:21:48
4848740,2017-03-16 08:22:12
7947445,2017-03-16 08:52:36
3782015,2017-03-16 09:00:43
4097570,2017-03-16 09:02:35
7144585,2017-03-16 09:02:59
7144585,2017-03-16 09:03:48
7144585,2017-03-16 09:05:38
7144585,2017-03-16 09:05:59
1555813,2017-03-16 09:10:38
4097570,2017-03-16 09:12:20
1555813,2017-03-16 09:15:08
3466024,2017-03-16 09:20:13
309360,2017-03-16 09:22:13
7872046,2017-03-16 09:24:48
3466024,2017-03-16 09:25:00
7872046,2017-03-16 09:25:53
309360,2017-03-16 09:29:38
7678969,2017-03-16 09:33:40
1587219,2017-03-16 09:38:57
3487248,2017-03-16 09:39:56
9323300,2017-03-16 09:44:31
4494146,2017-03-16 09:59:06
5295619,2017-03-16 09:59:19
309360,2017-03-16 10:10:07
5295619,2017-03-16 10:18:04
3977608,2017-03-16 10:18:20
57152,2017-03-16 10:22:01
3977608,2017-03-16 10:22:57
4653660,2017-03-16 10:24:15
8588400,2017-03-16 10:27:09
4259953,2017-03-16 10:30:21
3977608,2017-03-16 10:30:35
4259953,2017-03-16 10:31:33
4259953,2017-03-16 10:31:37
4259953,2017-03-16 10:33:31
4259953,2017-03-16 10:33:45
1544275,2017-03-16 10:34:31
1544275,2017-03-16 10:35:35
1511490,2017-03-16 10:38:06
1058969,2017-03-16 10:38:25
7834443,2017-03-16 10:42:32
1058969,2017-03-16 10:44:54
6391818,2017-03-16 10:46:33
1497297,2017-03-16 10:48:35
7268896,2017-03-16 10:56:39
9563050,2017-03-16 10:57:25
3034927,2017-03-16 11:01:13
4626515,2017-03-16 11:07:27
1562630,2017-03-16 11:18:35
5411054,2017-03-16 11:21:25
5429906,2017-03-16 11:22:28
5429906,2017-03-16 11:24:16
9977651,2017-03-16 11:29:00
4941972,2017-03-16 11:31:33
5377248,2017-03-16 11:32:24
2562909,2017-03-16 11:33:21
1177295,2017-03-16 11:45:38
1177295,2017-03-16 11:46:09
501190,2017-03-16 11:46:45
5826449,2017-03-16 11:47:10
501190,2017-03-16 11:47:22
3144683,2017-03-16 11:48:18
3144683,2017-03-16 11:49:02
6968063,2017-03-16 11:49:11
9405701,2017-03-16 11:57:23
2464516,2017-03-16 11:58:27
2464516,2017-03-16 12:00:37
2464516,2017-03-16 12:02:07
2848798,2017-03-16 12:03:13
6801251,2017-03-16 12:04:27
7926202,2017-03-16 12:09:17
1598718,2017-03-16 12:10:05
7926202,2017-03-16 12:13:12
4124913,2017-03-16 12:18:50
1785345,2017-03-16 12:20:00
1392312,2017-03-16 12:20:42
582696,2017-03-16 12:21:26
4124913,2017-03-16 12:23:51
3500339,2017-03-16 12:24:46
6760966,2017-03-16 12:28:52
1610905,2017-03-16 12:29:21
5155955,2017-03-16 12:32:37
8478253,2017-03-16 12:35:04
8478253,2017-03-16 12:35:28
2525972,2017-03-16 12:37:18
5155955,2017-03-16 12:51:39
2848798,2017-03-16 12:53:46
8478253,2017-03-16 12:54:50
8478253,2017-03-16 12:55:10
8478253,2017-03-16 12:55:10
940098,2017-03-16 12:56:00
7225363,2017-03-16 13:00:55
2848798,2017-03-16 13:02:25
7225363,2017-03-16 13:03:33
1610905,2017-03-16 13:05:03
8716126,2017-03-16 13:09:19
4858870,2017-03-16 13:29:54
3835181,2017-03-16 13:29:57
9954065,2017-03-16 13:35:41
4858870,2017-03-16 13:36:02
9954065,2017-03-16 13:36:49
9351831,2017-03-16 13:39:25
9514900,2017-03-16 13:41:28
9351831,2017-03-16 13:44:26
7518442,2017-03-16 13:49:02
4107185,2017-03-16 13:49:38
7518442,2017-03-16 13:49:49
7518442,2017-03-16 13:51:23
7518442,2017-03-16 13:51:36
7230446,2017-03-16 13:53:01
4695473,2017-03-16 13:54:18
4695473,2017-03-16 13:56:02
7230446,2017-03-16 13:57:07
7230446,2017-03-16 13:57:57
6047643,2017-03-16 13:59:45
444092,2017-03-16 14:06:39
8814095,2017-03-16 14:16:29
3250123,2017-03-16 14:19:59
6228667,2017-03-16 14:32:48
147377,2017-03-16 14:35:38
736111,2017-03-16 14:42:19
7566747,2017-03-16 14:51:58
7142697,2017-03-16 14:52:19
5720556,2017-03-16 14:55:14
7566747,2017-03-16 14:56:17
7566747,2017-03-16 14:56:36
7566747,2017-03-16 14:56:53
5599461,2017-03-16 14:58:38
7566747,2017-03-16 15:00:31
5599461,2017-03-16 15:00:50
4526050,2017-03-16 15:00:51
1454996,2017-03-16 15:02:32
5599461,2017-03-16 15:04:14
5599461,2017-03-16 15:05:19
7784030,2017-03-16 15:07:20
7197684,2017-03-16 15:09:35
2095509,2017-03-16 15:13:32
661377,2017-03-16 15:13:48
661377,2017-03-16 15:14:03
7784030,2017-03-16 15:14:29
7784030,2017-03-16 15:14:38
5720556,2017-03-16 15:15:22
5476413,2017-03-16 15:16:22
661377,2017-03-16 15:16:30
2014185,2017-03-16 15:16:36
661377,2017-03-16 15:16:47
2095509,2017-03-16 15:18:57
9447449,2017-03-16 15:31:04
3870847,2017-03-16 15:38:37
4622079,2017-03-16 15:43:52
3711495,2017-03-16 15:45:01
2806415,2017-03-16 15:45:59
5079554,2017-03-16 15:46:58
2349521,2017-03-16 15:49:59
9947036,2017-03-16 15:50:15
1803871,2017-03-16 15:57:33
5100840,2017-03-16 16:02:58
269520,2017-03-16 16:03:09
2041067,2017-03-16 16:06:38
1988890,2017-03-16 16:06:59
1988890,2017-03-16 16:07:31
2041067,2017-03-16 16:07:47
2041067,2017-03-16 16:09:56
2041067,2017-03-16 16:12:47
2863254,2017-03-16 16:14:55
1042803,2017-03-16 16:17:41
2012672,2017-03-16 16:17:46
8514966,2017-03-16 16:26:10
3481504,2017-03-16 16:34:44
7764781,2017-03-16 16:36:32
3673896,2017-03-16 16:39:10
9440795,2017-03-16 16:43:27
8877862,2017-03-16 16:57:30
6544642,2017-03-16 17:04:26
7872046,2017-03-16 17:17:44
6468842,2017-03-16 17:20:55
9271576,2017-03-16 17:24:42
8409019,2017-03-16 17:52:10
5539768,2017-03-16 18:02:20
8874051,2017-03-16 18:06:44
5187371,2017-03-16 18:15:04
5187371,2017-03-16 18:15:50
5187371,2017-03-16 18:16:17
5187371,2017-03-16 18:19:05
4927239,2017-03-16 18:24:56
