client_id,date_time,clnt_tenure_mnth,clnt_age
6243234,2017-04-12 18:27:57,450.0,54.5
6243234,2017-04-12 18:27:00,450.0,54.5
6243234,2017-04-12 18:26:41,450.0,54.5
6930729,2017-03-30 11:05:19,449.0,53.5
5324504,2017-04-11 11:39:41,449.0,63.5
6930729,2017-03-30 10:38:47,449.0,53.5
5324504,2017-04-11 11:39:12,449.0,63.5
9955208,2017-04-09 09:03:11,449.0,59.5
5250186,2017-04-05 12:06:16,449.0,23.5
3852012,2017-03-29 11:39:35,448.0,60.5
4350594,2017-03-29 17:44:44,448.0,62.5
9150137,2017-04-13 11:31:19,448.0,61.0
9150137,2017-04-13 11:29:56,448.0,61.0
7939133,2017-03-29 17:32:19,447.0,58.5
356380,2017-04-22 17:17:38,447.0,73.0
7939133,2017-03-29 17:35:52,447.0,58.5
7939133,2017-03-29 17:39:07,447.0,58.5
4361691,2017-04-12 17:28:30,447.0,75.5
356380,2017-04-08 21:36:06,447.0,73.0
8720328,2017-04-13 14:27:14,445.0,60.5
8720328,2017-04-13 14:25:09,445.0,60.5
8720328,2017-04-13 14:24:56,445.0,60.5
1274411,2017-04-01 20:12:38,445.0,69.0
8720328,2017-04-13 14:23:13,445.0,60.5
8720328,2017-04-13 14:22:52,445.0,60.5
4462768,2017-04-01 14:53:14,445.0,31.5
8720328,2017-04-13 14:27:28,445.0,60.5
6822246,2017-04-05 12:59:25,445.0,65.0
6822246,2017-04-06 11:35:36,445.0,65.0
2952942,2017-03-29 11:25:15,445.0,67.5
3268234,2017-04-15 08:16:21,444.0,61.5
3268234,2017-04-15 08:11:48,444.0,61.5
6051109,2017-03-30 12:00:36,444.0,88.0
6051109,2017-03-30 07:47:44,444.0,88.0
6051109,2017-03-30 20:38:00,444.0,88.0
6051109,2017-03-30 20:41:26,444.0,88.0
4054320,2017-03-30 21:35:23,444.0,66.5
8472209,2017-03-30 17:17:53,443.0,71.5
1016444,2017-04-18 10:06:15,442.0,73.5
5520576,2017-04-05 18:56:27,442.0,75.0
112797,2017-04-19 12:53:12,442.0,77.5
1016444,2017-04-18 10:07:06,442.0,73.5
5932378,2017-04-10 14:47:12,442.0,52.5
3507994,2017-04-16 10:04:53,442.0,71.5
5932378,2017-04-10 14:58:36,442.0,52.5
1016444,2017-04-18 10:07:27,442.0,73.5
9241423,2017-04-19 13:46:02,442.0,76.0
2108701,2017-04-09 17:36:52,442.0,66.5
2108701,2017-04-09 17:37:46,442.0,66.5
2108701,2017-04-09 17:37:46,442.0,66.5
6509648,2017-04-08 14:50:00,442.0,77.5
5932378,2017-04-15 12:35:57,442.0,52.5
8066998,2017-04-19 20:28:20,442.0,68.0
1951290,2017-04-05 11:20:03,441.0,44.0
2664345,2017-04-06 14:45:22,441.0,59.5
2664345,2017-04-19 10:16:47,441.0,59.5
2664345,2017-04-19 10:15:21,441.0,59.5
2664345,2017-04-19 10:21:23,441.0,59.5
1951290,2017-04-05 11:10:22,441.0,44.0
2664345,2017-04-06 14:58:11,441.0,59.5
2664345,2017-04-09 13:27:06,441.0,59.5
2664345,2017-04-09 13:26:52,441.0,59.5
2664345,2017-04-06 14:57:58,441.0,59.5
1951290,2017-04-09 12:36:38,441.0,44.0
1951290,2017-04-05 11:19:37,441.0,44.0
5452863,2017-04-07 09:35:31,441.0,38.0
3239977,2017-03-29 23:07:26,441.0,60.5
1951290,2017-04-09 12:36:28,441.0,44.0
2664345,2017-04-19 10:17:00,441.0,59.5
2664345,2017-04-19 10:17:46,441.0,59.5
1951290,2017-04-19 13:51:56,441.0,44.0
1951290,2017-04-19 13:51:45,441.0,44.0
2664345,2017-04-25 13:21:39,441.0,59.5
8516900,2017-03-29 10:48:42,440.0,75.5
8516900,2017-03-29 10:47:09,440.0,75.5
8516900,2017-03-29 10:48:00,440.0,75.5
3787037,2017-04-02 21:54:10,439.0,33.5
8403697,2017-03-30 09:42:41,439.0,72.5
7418692,2017-04-27 16:15:35,439.0,56.5
8403697,2017-03-30 09:47:42,439.0,72.5
3787037,2017-04-02 21:57:30,439.0,33.5
725093,2017-04-13 04:20:01,439.0,58.5
1259336,2017-04-23 11:25:29,439.0,26.5
9119235,2017-04-05 12:56:48,436.0,62.5
1146936,2017-04-03 17:54:35,436.0,60.5
1146936,2017-04-03 17:39:28,436.0,60.5
1146936,2017-04-03 17:37:12,436.0,60.5
1146936,2017-04-03 17:37:55,436.0,60.5
9119235,2017-04-06 12:11:31,436.0,62.5
9119235,2017-04-06 12:13:42,436.0,62.5
8613152,2017-03-29 12:29:25,434.0,48.5
3665399,2017-04-05 12:50:35,434.0,73.5
8954204,2017-04-19 15:35:59,434.0,50.0
2202835,2017-03-31 10:06:23,433.0,66.5
9075150,2017-04-05 11:05:52,433.0,63.5
9075150,2017-04-05 11:05:08,433.0,63.5
9075150,2017-04-05 11:03:49,433.0,63.5
9075150,2017-04-05 11:02:36,433.0,63.5
4299021,2017-04-05 12:50:02,432.0,65.5
3908575,2017-03-30 09:41:49,432.0,62.0
4832997,2017-04-05 11:08:31,432.0,69.5
4832997,2017-04-05 11:11:44,432.0,69.5
3908575,2017-03-30 09:43:35,432.0,62.0
4832997,2017-04-05 11:07:12,432.0,69.5
3908575,2017-03-30 09:48:24,432.0,62.0
309302,2017-03-29 21:02:54,432.0,72.0
309302,2017-03-29 20:59:59,432.0,72.0
2459082,2017-04-23 11:52:18,431.0,63.5
3168458,2017-04-19 13:53:46,431.0,74.0
7920394,2017-04-12 18:42:48,431.0,60.5
1130281,2017-03-29 20:25:13,431.0,67.5
5983262,2017-03-29 17:22:53,431.0,63.5
1179943,2017-03-29 16:49:21,430.0,62.0
5859904,2017-04-06 20:30:26,430.0,21.0
5595590,2017-04-24 12:56:05,430.0,64.5
5859904,2017-04-06 20:30:23,430.0,21.0
5859904,2017-04-06 20:25:40,430.0,21.0
4276503,2017-03-29 15:56:49,430.0,80.0
5859904,2017-04-06 20:26:50,430.0,21.0
2928028,2017-04-03 13:35:20,430.0,66.0
5859904,2017-04-06 20:26:48,430.0,21.0
5859904,2017-04-06 20:25:43,430.0,21.0
4343302,2017-03-30 08:04:11,430.0,64.5
4343302,2017-04-07 07:53:08,430.0,64.5
4343302,2017-03-30 07:59:53,430.0,64.5
6545776,2017-03-29 18:23:23,430.0,70.0
5859904,2017-04-06 20:24:56,430.0,21.0
2630172,2017-04-20 08:12:41,430.0,66.5
6545776,2017-03-29 18:15:51,430.0,70.0
5859904,2017-04-06 20:22:07,430.0,21.0
5859904,2017-04-06 20:24:27,430.0,21.0
4276503,2017-04-10 11:25:34,430.0,80.0
4276503,2017-04-17 16:11:03,430.0,80.0
4276503,2017-04-10 11:35:28,430.0,80.0
5208914,2017-04-10 12:36:35,430.0,51.5
5208914,2017-04-10 12:47:16,430.0,51.5
4170232,2017-04-02 17:40:33,430.0,70.5
6979219,2017-04-19 13:14:26,430.0,70.0
7249833,2017-04-12 11:36:17,430.0,61.5
9869173,2017-03-29 14:33:51,430.0,78.5
6979219,2017-04-19 13:49:10,430.0,70.0
9869173,2017-03-29 14:34:35,430.0,78.5
3553394,2017-03-29 14:36:35,430.0,60.0
5595590,2017-04-24 12:59:13,430.0,64.5
4500691,2017-04-06 15:06:55,429.0,62.5
4500691,2017-04-06 15:08:24,429.0,62.5
509746,2017-04-18 23:26:22,429.0,35.5
296154,2017-03-29 20:07:18,429.0,58.5
1088728,2017-03-27 09:49:34,429.0,44.5
2128271,2017-03-31 01:56:37,429.0,67.0
8598758,2017-04-05 19:13:40,429.0,53.0
8598758,2017-04-05 19:15:47,429.0,53.0
4500691,2017-04-06 08:55:16,429.0,62.5
5879670,2017-04-10 09:55:02,429.0,61.5
5879670,2017-04-10 09:54:47,429.0,61.5
5879670,2017-04-10 09:50:20,429.0,61.5
296154,2017-04-18 20:49:14,429.0,58.5
2128271,2017-03-31 01:59:43,429.0,67.0
2128271,2017-03-31 01:59:28,429.0,67.0
9208905,2017-04-06 17:01:05,429.0,49.0
9208905,2017-04-06 17:02:51,429.0,49.0
1565509,2017-04-25 09:11:07,429.0,64.0
1565509,2017-04-25 09:11:33,429.0,64.0
3259983,2017-04-04 18:50:53,429.0,68.0
7872209,2017-04-07 09:08:30,428.0,72.0
4129537,2017-04-17 17:50:28,428.0,58.5
4129537,2017-03-31 17:25:53,428.0,58.5
126893,2017-04-05 22:54:14,428.0,73.0
3472361,2017-04-05 15:58:09,428.0,63.5
8137117,2017-03-29 16:14:08,428.0,54.5
7872209,2017-04-09 14:06:52,428.0,72.0
8292253,2017-04-12 19:07:09,428.0,52.5
347076,2017-04-09 17:40:23,427.0,54.0
6361221,2017-03-15 15:15:39,427.0,69.0
347076,2017-04-19 11:18:06,427.0,54.0
5382317,2017-04-03 14:36:57,427.0,57.0
8151605,2017-04-19 10:04:49,427.0,57.5
6361221,2017-03-15 15:13:34,427.0,69.0
3720267,2017-04-12 17:44:20,427.0,63.5
4482916,2017-04-10 11:40:50,426.0,55.5
3357437,2017-04-04 09:48:25,426.0,61.5
3010704,2017-03-24 18:15:02,426.0,67.5
5535383,2017-04-05 20:01:13,426.0,63.5
5535383,2017-04-05 20:06:21,426.0,63.5
3357437,2017-03-29 16:26:25,426.0,61.5
5535383,2017-04-07 10:09:59,426.0,63.5
7005816,2017-04-05 20:14:03,425.0,52.5
7005816,2017-04-05 20:12:16,425.0,52.5
7290335,2017-04-07 15:22:56,425.0,57.0
7005816,2017-04-05 20:22:49,425.0,52.5
1238605,2017-04-15 15:15:47,425.0,53.5
2683014,2017-04-06 11:59:40,425.0,59.0
2683014,2017-04-06 11:59:58,425.0,59.0
7290335,2017-04-07 15:23:16,425.0,57.0
3497410,2017-03-29 11:07:34,425.0,61.0
3497410,2017-03-29 11:13:04,425.0,61.0
1238605,2017-04-03 19:27:36,425.0,53.5
7678522,2017-04-05 12:34:25,424.0,73.5
2268205,2017-03-30 17:22:02,424.0,29.5
8829625,2017-04-12 11:50:46,424.0,65.0
8829625,2017-04-12 11:45:16,424.0,65.0
3785212,2017-04-08 17:48:46,424.0,64.5
3785212,2017-04-08 17:44:06,424.0,64.5
9408869,2017-04-05 11:19:08,424.0,69.0
1235837,2017-03-29 12:09:30,423.0,72.5
2221138,2017-03-30 15:04:14,423.0,60.0
2141508,2017-04-06 10:55:06,423.0,58.5
9992739,2017-04-12 15:31:26,423.0,54.5
8610797,2017-04-12 15:42:19,423.0,54.5
9992739,2017-04-12 15:37:34,423.0,54.5
3598438,2017-04-06 14:10:52,423.0,78.5
6558231,2017-04-08 11:58:30,422.0,54.0
431651,2017-04-07 12:21:25,422.0,72.5
431651,2017-04-07 12:28:58,422.0,72.5
983062,2017-04-10 12:51:18,422.0,60.5
983062,2017-04-10 12:54:11,422.0,60.5
6430285,2017-04-20 19:24:35,421.0,71.5
9907037,2017-04-07 12:45:12,421.0,61.5
6430285,2017-04-20 19:28:03,421.0,71.5
9236131,2017-04-04 07:57:26,421.0,68.5
4174880,2017-04-09 16:12:08,421.0,86.5
6430285,2017-04-08 11:01:34,421.0,71.5
9552062,2017-03-29 12:56:00,421.0,65.5
9236131,2017-04-01 15:56:11,421.0,68.5
6430285,2017-04-20 09:58:03,421.0,71.5
9552062,2017-03-29 13:07:51,421.0,65.5
9236131,2017-04-01 15:49:49,421.0,68.5
3866204,2017-04-02 12:06:07,421.0,73.0
9236131,2017-04-02 16:35:38,421.0,68.5
9236131,2017-04-01 15:51:20,421.0,68.5
9236131,2017-04-02 16:33:17,421.0,68.5
1088201,2017-04-10 16:56:42,421.0,54.5
9236131,2017-04-01 15:54:00,421.0,68.5
9236131,2017-04-01 15:55:01,421.0,68.5
9236131,2017-04-01 15:53:17,421.0,68.5
8535768,2017-04-21 12:02:08,420.0,78.0
8535768,2017-04-21 12:00:45,420.0,78.0
7816954,2017-04-12 20:46:05,420.0,75.0
7816954,2017-04-12 20:49:31,420.0,75.0
3215049,2017-04-04 17:00:09,420.0,71.5
8535768,2017-04-21 11:47:05,420.0,78.0
8535768,2017-04-24 17:43:08,420.0,78.0
8755578,2017-03-29 11:11:10,420.0,63.5
3940081,2017-04-24 13:05:15,420.0,75.0
8535768,2017-04-21 12:02:11,420.0,78.0
8535768,2017-04-24 17:48:20,420.0,78.0
8535768,2017-04-24 18:03:14,420.0,78.0
3119324,2017-04-09 19:44:47,420.0,61.5
8535768,2017-04-24 18:05:34,420.0,78.0
8350152,2017-04-10 09:37:54,420.0,54.5
8535768,2017-04-24 18:05:39,420.0,78.0
8535768,2017-04-24 18:08:05,420.0,78.0
4086443,2017-04-06 09:45:52,420.0,56.5
3940081,2017-04-24 13:17:34,420.0,75.0
3520139,2017-04-07 17:35:53,420.0,65.5
4406887,2017-03-31 12:40:17,420.0,68.5
8350152,2017-04-07 16:58:06,420.0,54.5
774703,2017-03-29 12:09:43,420.0,60.5
3881137,2017-04-05 18:31:11,419.0,65.5
8165426,2017-04-13 09:55:53,419.0,62.5
8165426,2017-04-13 10:04:51,419.0,62.5
3693854,2017-04-12 13:40:21,419.0,47.5
3045158,2017-04-05 12:17:23,419.0,60.5
5247296,2017-04-09 14:48:58,419.0,57.5
2917969,2017-04-05 15:59:24,419.0,63.5
1933803,2017-04-04 18:32:46,419.0,65.5
2579056,2017-03-22 21:13:12,419.0,27.5
637878,2017-04-20 06:20:01,419.0,29.5
2567857,2017-04-05 15:47:53,419.0,57.5
9711491,2017-04-04 18:27:27,419.0,72.0
4916541,2017-04-12 11:21:12,419.0,70.5
3045158,2017-04-06 13:15:17,419.0,60.5
5310157,2017-04-12 11:21:48,419.0,33.5
3045158,2017-04-06 13:14:53,419.0,60.5
8392344,2017-03-29 12:51:32,419.0,62.0
1080694,2017-04-06 09:35:19,419.0,60.0
2823436,2017-04-06 09:24:01,419.0,58.5
9711491,2017-04-12 15:03:38,419.0,72.0
8165426,2017-04-13 10:23:00,419.0,62.5
7535437,2017-04-07 02:23:37,419.0,54.5
1124141,2017-04-14 10:06:04,419.0,65.0
6410138,2017-04-05 11:59:39,419.0,45.5
1913237,2017-03-30 10:53:58,419.0,68.5
8392344,2017-03-29 11:42:29,419.0,62.0
1962414,2017-03-30 14:01:12,419.0,69.5
5247296,2017-04-24 18:44:32,419.0,57.5
2823436,2017-04-06 09:18:47,419.0,58.5
1124141,2017-04-14 10:05:30,419.0,65.0
2700516,2017-04-01 12:48:14,419.0,67.0
200352,2017-03-30 16:30:28,418.0,71.5
9067990,2017-04-08 10:48:57,418.0,69.0
8636238,2017-03-29 15:04:29,418.0,55.5
4159810,2017-03-31 23:38:33,418.0,54.5
630614,2017-04-12 11:22:59,418.0,55.0
2045369,2017-04-06 06:45:01,418.0,61.5
4368573,2017-04-02 18:05:52,418.0,64.0
3552487,2017-04-02 17:22:53,418.0,59.5
630614,2017-04-12 11:21:57,418.0,55.0
3206412,2017-04-08 10:37:23,418.0,68.0
866794,2017-04-11 19:41:14,418.0,63.0
866794,2017-04-11 19:41:37,418.0,63.0
5323237,2017-03-29 13:37:07,418.0,77.0
1776371,2017-03-30 15:26:11,418.0,78.0
4159810,2017-03-31 23:41:15,418.0,54.5
4159810,2017-03-31 23:46:04,418.0,54.5
4159810,2017-04-05 20:35:48,418.0,54.5
4891184,2017-04-19 20:58:21,418.0,51.0
4159810,2017-03-31 23:37:52,418.0,54.5
630614,2017-04-12 11:19:06,418.0,55.0
630614,2017-04-12 11:17:15,418.0,55.0
4380371,2017-04-07 23:24:15,418.0,64.0
2634756,2017-04-11 00:31:06,418.0,58.5
4380371,2017-04-07 23:22:37,418.0,64.0
1658968,2017-04-04 14:46:40,418.0,72.0
1776371,2017-03-30 15:33:06,418.0,78.0
8241992,2017-04-10 10:28:04,418.0,64.5
7091719,2017-04-05 16:09:19,418.0,66.5
8576266,2017-04-19 11:25:14,418.0,58.5
639127,2017-03-15 17:34:44,418.0,71.5
8041948,2017-04-09 12:31:50,418.0,61.5
4368573,2017-04-12 19:45:19,418.0,64.0
8537308,2017-03-29 14:00:22,418.0,62.5
5403871,2017-04-05 17:25:52,418.0,57.5
5403871,2017-04-05 17:22:38,418.0,57.5
940098,2017-03-15 16:00:39,418.0,59.5
4159810,2017-04-03 22:30:45,418.0,54.5
8041948,2017-04-09 12:36:22,418.0,61.5
4159810,2017-04-01 19:15:11,418.0,54.5
2569255,2017-04-12 14:10:45,418.0,72.5
4159810,2017-04-01 19:19:16,418.0,54.5
639127,2017-03-21 21:05:37,418.0,71.5
248531,2017-03-29 20:55:02,418.0,58.5
8167124,2017-03-31 11:33:46,418.0,66.5
4368573,2017-04-12 19:43:48,418.0,64.0
3552487,2017-04-14 13:03:43,418.0,59.5
4159810,2017-04-01 19:24:58,418.0,54.5
4368573,2017-04-12 19:49:56,418.0,64.0
1827310,2017-04-11 14:07:33,418.0,60.5
7279868,2017-03-15 16:20:11,418.0,67.5
7279868,2017-03-15 16:30:20,418.0,67.5
1658968,2017-04-04 14:50:44,418.0,72.0
940098,2017-03-16 12:56:00,418.0,59.5
7279868,2017-03-15 16:30:36,418.0,67.5
1303067,2017-04-04 10:29:41,418.0,66.5
6798048,2017-04-05 18:48:00,418.0,81.5
639127,2017-03-15 17:43:15,418.0,71.5
6907280,2017-04-20 19:11:53,418.0,66.0
9643655,2017-03-29 12:50:58,418.0,53.5
